"","word1","word2","word3","word4"
"3366","said","need","doctor","call"
"3367","said","one","person","kill"
"3368","said","someth","along","line"
"3369","saiten","en","flammen","part"
"3370","sale","mil","mil","uniqu"
"3371","salt","ground","black","pepper"
"3372","salvat","armi","central","oklahoma"
"3373","san","diego","san","diego"
"3374","san","francisco","avail","custom"
"3375","san","francisco","chronicl","press"
"3376","san","francisco","citi","hall"
"3377","santa","jolli","know","bad"
"3378","sashacan","sing","happi","birthday"
"3379","save","date","april","th"
"3380","save","money","long","run"
"3381","save","travel","enjoy","cambodia"
"3382","saw","year","ago","still"
"3383","sax","player","fan","favorit"
"3384","say","bless","you","someon"
"3385","say","can","watch","ù"
"3386","say","done","interrupt","it"
"3387","say","fuck","lemon","bail"
"3388","say","go","donat","earn"
"3389","say","goodby","close","eye"
"3390","say","happi","mother","day"
"3391","say","happi","new","year"
"3392","say","hello","wish","great"
"3393","say","hey","new","follow"
"3394","say","it","time","go"
"3395","say","úluke","skywalk","wesley"
"3396","say","úye","hearken","unto"
"3397","say","one","end","begin"
"3398","say","someon","tonight","ask"
"3399","say","thing","like","úoh"
"3400","sc","dec","sc","sc"
"3401","sc","fpdc","sk","open"
"3402","sc","pres","lincoln","prompt"
"3403","scand","j","work","environ"
"3404","scare","just","roach","roach"
"3405","scare","money","make","money"
"3406","schedul","post","ahead","time"
"3407","scholast","art","write","award"
"3408","school","law","loyola","univers"
"3409","school","seven","crappi","hour"
"3410","scienc","associ","chicago","illinoi"
"3411","score","point","fourth","quarter"
"3412","score","send","messag","ò"
"3413","sea","port","marina","hotel"
"3414","search","engin","optim","seo"
"3415","search","heart","test","mind"
"3416","season","just","around","corner"
"3417","season","salt","pepper","mix"
"3418","season","tast","salt","pepper"
"3419","second","project","chapter","start"
"3420","secreci","draft","finish","product"
"3421","secret","bureaucrat","bodi","perceiv"
"3422","secret","can","found","sidebar"
"3423","secret","get","ahead","get"
"3424","secret","life","american","teenag"
"3425","secret","outward","success","henri"
"3426","secret","sunday","first","project"
"3427","secretari","agricultur","natur","resourc"
"3428","secretari","state","hillari","clinton"
"3429","secur","build","idlib","citi"
"3430","secur","forc","personnel","watchdog"
"3431","see","beauti","beast","d"
"3432","see","custom","review","rate"
"3433","see","difficulti","everi","opportun"
"3434","see","eg","sawyer","us"
"3435","see","face","hope","give"
"3436","see","hunger","game","tonight"
"3437","see","imperfect","person","perfect"
"3438","see","opportun","everi","difficulti"
"3439","see","secret","will","reward"
"3440","see","some","need","tell"
"3441","see","tweet","im","tri"
"3442","seek","gobbl","gobbl","middl"
"3443","seek","god","word","regard"
"3444","seem","like","appropri","thing"
"3445","seem","like","nobodi","realli"
"3446","seem","like","perfect","time"
"3447","seen","one","long","time"
"3448","send","kid","school","school"
"3449","send","messag","ò","score"
"3450","senior","year","high","school"
"3451","sent","tweet","support","team"
"3452","sent","yu","open","codi"
"3453","seri","onlin","print","project"
"3454","seri","rochest","institut","technolog"
"3455","server","san","francisco","avail"
"3456","servic","center","california","bmw"
"3457","session","even","though","bad"
"3458","seven","crappi","hour","life"
"3459","seven","thing","might","know"
"3460","seven","time","get","eight"
"3461","sexi","halloween","costum","womenadult"
"3462","sexi","tell","em","hey"
"3463","shall","caus","sacrific","oblat"
"3464","shall","confirm","coven","mani"
"3465","shall","make","desol","even"
"3466","shall","pour","upon","desol"
"3467","shall","say","one","end"
"3468","shame","week","pick","slim"
"3469","shay","bannon","sarah","rayment"
"3470","sheet","bake","anoth","minut"
"3471","sheet","parchment","paper","silpat"
"3472","sheet","parchment","wax","paper"
"3473","sheila","shahpari","suzi","cue"
"3474","sheriff","someday","will","learn"
"3475","shine","show","glint","light"
"3476","shit","can","fli","run"
"3477","shit","just","got","real"
"3478","shit","like","bang","bang"
"3479","shit","oh","shit","oh"
"3480","shop","center","within","local"
"3481","short","easi","speak","echo"
"3482","shoutout","kimber","sashacan","sing"
"3483","show","abron","art","center"
"3484","show","around","springtim","joel"
"3485","show","best","actress","nodgot"
"3486","show","comic","strip","live"
"3487","show","devout","cathol","priest"
"3488","show","glint","light","broken"
"3489","show","horribl","skew","pictur"
"3490","show","last","night","blast"
"3491","show","woman","plan","futur"
"3492","shower","first","turn","water"
"3493","shroud","secreci","draft","finish"
"3494","shut","eye","five","minut"
"3495","sidebar","blog","book","guild"
"3496","sign","anyth","till","call"
"3497","sign","intellig","knowledg","imagin"
"3498","sign","mill","kwame","brown"
"3499","silenc","hard","understand","word"
"3500","silenc","within","know","everyth"
"3501","silent","anyth","say","will"
"3502","silent","movi","music","western"
"3503","simmer","minut","remov","heat"
"3504","sinc","high","school","year"
"3505","sinc","last","saw","you"
"3506","sinc","six","year","old"
"3507","sinc","world","war","ii"
"3508","sing","happi","birthday","her"
"3509","singl","best","invent","life"
"3510","sinner","christ","die","us"
"3511","sit","around","tabl","eat"
"3512","sit","room","temperatur","hour"
"3513","sketch","will","note","valu"
"3514","skywalk","wesley","crusher","star"
"3515","slave","ga","fl","sc"
"3516","sleep","thesi","will","eat"
"3517","slim","yet","again","least"
"3518","small","busi","saturday","go"
"3519","small","enough","fit","pocket"
"3520","small","space","dweller","seri"
"3521","small","town","new","england"
"3522","smell","like","babi","powder"
"3523","smell","like","nurs","home"
"3524","smile","crisi","found","someon"
"3525","smile","heaven","can","make"
"3526","smile","smile","begin","love"
"3527","smoke","carbon","monoxid","detector"
"3528","snow","ice","hamper","travel"
"3529","snow","let","snow","let"
"3530","so","im","go","tri"
"3531","sober","william","butler","yeat"
"3532","social","network","analysi","sna"
"3533","societi","pizza","get","hous"
"3534","solut","simpl","god","answer"
"3535","solv","problem","peak","oil"
"3536","some","need","tell","them"
"3537","somebodi","sexi","tell","em"
"3538","someon","els","someth","want"
"3539","someon","grow","old","with"
"3540","someon","love","like","tri"
"3541","someon","realli","love","you"
"3542","someon","somewher","els","fight"
"3543","someon","tonight","ask","tell"
"3544","someon","will","chang","life"
"3545","someon","will","never","forget"
"3546","someth","along","line","of"
"3547","someth","beyond","alreadi","master"
"3548","someth","chang","it","chang"
"3549","someth","done","long","time"
"3550","someth","look","forward","to"
"3551","someth","make","feel","great"
"3552","someth","make","say","goodby"
"3553","someth","never","done","befor"
"3554","someth","new","everi","day"
"3555","someth","want","done","want"
"3556","sometim","even","add","food"
"3557","sometim","thing","fall","apart"
"3558","somewher","els","fight","surviv"
"3559","son","come","home","school"
"3560","sooner","fail","among","best"
"3561","sooner","fall","behind","time"
"3562","sophist","impli","educ","wealth"
"3563","sound","attract","manag","face"
"3564","sound","good","eat","right"
"3565","sound","like","good","time"
"3566","sound","like","great","night"
"3567","sound","peopl","appear","bright"
"3568","sound","realli","good","right"
"3569","space","also","make","possibl"
"3570","space","dc","ch","next"
"3571","space","shuttl","discoveri","fli"
"3572","speaker","john","a","boehner"
"3573","special","place","hell","peopl"
"3574","special","soup","day","tortilla"
"3575","spell","sheriff","someday","will"
"3576","spend","hour","upon","hour"
"3577","spend","lot","time","famili"
"3578","spend","much","time","togeth"
"3579","spend","rest","life","with"
"3580","spent","great","deal","time"
"3581","spread","wing","oh","shit"
"3582","spring","just","around","corner"
"3583","spring","right","around","corner"
"3584","st","charl","chamber","commerc"
"3585","st","hdc","next","sts"
"3586","st","loui","kansa","citi"
"3587","star","war","univers","ù"
"3588","start","quit","talk","begin"
"3589","start","take","closer","look"
"3590","state","art","survey","word"
"3591","state","attorney","general","public"
"3592","state","comptrol","thoma","dinapoli"
"3593","state","develop","corpor","esdc"
"3594","stay","around","long","enough"
"3595","stay","home","school","today"
"3596","stay","hous","til","shit"
"3597","stay","late","last","night"
"3598","stay","tune","big","thing"
"3599","steadfast","love","endur","forev"
"3600","step","forward","two","step"
"3601","steve","job","pass","away"
"3602","stick","like","sore","thumb"
"3603","stick","love","hate","great"
"3604","stick","new","year","resolut"
"3605","still","believ","someday","will"
"3606","still","cant","believ","said"
"3607","still","dream","pray","yuh"
"3608","still","extrem","tricki","place"
"3609","still","fire","threat","despit"
"3610","still","hold","true","today"
"3611","still","long","way","go"
"3612","still","never","notic","me"
"3613","still","time","regist","free"
"3614","still","tri","wrap","head"
"3615","stir","cilantro","serv","hot"
"3616","stitch","togeth","knit","stitch"
"3617","stock","jump","percent","morn"
"3618","stop","booth","say","hello"
"3619","stop","chase","wrong","thing"
"3620","stop","keep","tri","hard"
"3621","stop","me","ayn","rand"
"3622","stop","onlin","piraci","act"
"3623","stop","say","hello","wish"
"3624","stop","tri","hard","someth"
"3625","stop","use","yolo","excus"
"3626","stori","end","write","it"
"3627","stori","im","stick","it"
"3628","stori","man","search","daughter"
"3629","stretch","new","idea","never"
"3630","strip","live","nyc","chuck"
"3631","strip","live","nyc","come"
"3632","strong","corpor","result","dow"
"3633","stucco","contractor","stucco","contractor"
"3634","student","high","school","student"
"3635","student","probabl","definit","pursu"
"3636","studi","requir","rr","suffici"
"3637","studio","album","green","day"
"3638","stuff","need","go","back"
"3639","style","swim","current","matter"
"3640","submit","clean","groom","beard"
"3641","success","come","reput","wisdom"
"3642","success","come","work","dictionari"
"3643","success","henri","ward","beecher"
"3644","success","key","failur","tri"
"3645","success","man","one","can"
"3646","success","rise","earli","work"
"3647","suck","peopl","hate","it"
"3648","sudan","peopl","liber","armi"
"3649","suffer","post-traumat","stress","disord"
"3650","sugar","free","lemonad","cucumb"
"3651","suggest","men","visual","creatur"
"3652","sun","varner","recit","hall"
"3653","sunday","decemb","th","pm"
"3654","sunday","first","project","link"
"3655","sunday","realli","look","forward"
"3656","sunday","wait","see","everyon"
"3657","super","delici","homemad","cherri"
"3658","superior","man","modest","speech"
"3659","support","gay","marriag","gay"
"3660","support","gravit","compress","object"
"3661","support","keep","good","work"
"3662","support","presid","barack","obama"
"3663","support","role","featur","film"
"3664","support","team","get","back"
"3665","support","you","pleas","follow"
"3666","suppos","know","what","go"
"3667","suprem","court","declin","review"
"3668","sure","check","back","everi"
"3669","sure","includ","email","address"
"3670","sure","tune","in","will"
"3671","sure","whi","it","like"
"3672","survey","word","pictur","onlin"
"3673","suzi","cue","langen","neubach"
"3674","swim","current","matter","principl"
"3675","switch-on","get","new","locat"
"3676","syria","includ","least","die"
"3677","t","w","e","e"
"3678","tackl","loss","pass","breakup"
"3679","tackl","tackl","loss","pass"
"3680","tae","yong","doesnt","want"
"3681","taglin","zentan","spi","love"
"3682","taint","love","taint","love"
"3683","take","away","pain","thank"
"3684","take","care","anyon","els"
"3685","take","child","work","day"
"3686","take","daughter","work","day"
"3687","take","deep","breath","just"
"3688","take","deep","breath","let"
"3689","take","misstep","right","direct"
"3690","take","next","step","toward"
"3691","take","one","know","one"
"3692","take","one","step","time"
"3693","take","summer","school","class"
"3694","take","villag","rais","child"
"3695","take","wherev","want","go"
"3696","take","whole","new","level"
"3697","talk","marriag","talk","marriag"
"3698","tan","get","free","buy"
"3699","tap","bear","republ","racer"
"3700","target","secur","build","idlib"
"3701","task","which","anyth","els"
"3702","taught","neversaynev","notic","give"
"3703","teacher","appreci","week","thank"
"3704","teacher","happi","teacher","appreci"
"3705","team","edward","team","jacob"
"3706","team","member","complet","run"
"3707","technolog","rochest","new","york"
"3708","tell","everi","singl","thing"
"3709","tell","friend","love","them"
"3710","tell","hacki","joke","make"
"3711","tell","moon","shine","show"
"3712","tell","peopl","follow","follow"
"3713","tell","pick","mat","walk"
"3714","tell","trust","you","pleas"
"3715","tell","ur","friend","stuff"
"3716","tell","us","whatcha","think"
"3717","tell","yo","wife","can"
"3718","tendenc","world","also","chang"
"3719","test","question","test","question"
"3720","test","regular","everi","driver"
"3721","texa","famili","law","tip"
"3722","text","back","last","night"
"3723","text","box","comment","page"
"3724","text","grab","phone","read"
"3725","text","me","text","me"
"3726","th","annual","award","even"
"3727","th","annual","scholast","art"
"3728","th","day","nd","month"
"3729","th","earli","th","centuri"
"3730","th","grade","us","histori"
"3731","th","pick","th","pick"
"3732","th","pick","year","draft"
"3733","th","us","circuit","court"
"3734","th","winner","will","chosen"
"3735","thank","came","last","night"
"3736","thank","check","us","out"
"3737","thank","everyon","came","out"
"3738","thank","everyon","came","tonight"
"3739","thank","everyon","made","possibl"
"3740","thank","everyon","stop","booth"
"3741","thank","ff","great","weekend"
"3742","thank","ff","last","week"
"3743","thank","follow","follow","back"
"3744","thank","follow","hope","entertain"
"3745","thank","follow","hope","great"
"3746","thank","follow","hope","visit"
"3747","thank","follow","hope","well"
"3748","thank","follow","keep","good"
"3749","thank","follow","robin","lynch"
"3750","thank","follow","welcom","twitter"
"3751","thank","follow","wonder","sunday"
"3752","thank","glad","hear","enjoy"
"3753","thank","god","anoth","day"
"3754","thank","help","spread","word"
"3755","thank","join","us","today"
"3756","thank","just","need","get"
"3757","thank","kind","word","rt"
"3758","thank","life","someon","somewher"
"3759","thank","look","forward","meet"
"3760","thank","lord","good","merci"
"3761","thank","mention","great","weekend"
"3762","thank","much","come","in"
"3763","thank","much","continu","support"
"3764","thank","much","everyon","came"
"3765","thank","much","follow","look"
"3766","thank","much","follow","us"
"3767","thank","much","help","us"
"3768","thank","much","hope","well"
"3769","thank","much","mean","lot"
"3770","thank","new","follow","look"
"3771","thank","oppos","sopa","pipa"
"3772","thank","organ","great","event"
"3773","thank","realli","appreci","it"
"3774","thank","right","back","you"
"3775","thank","rt","appreci","it"
"3776","thank","rt","happi","birthday"
"3777","thank","rt","happi","friday"
"3778","thank","rt","hope","enjoy"
"3779","thank","rt","hope","see"
"3780","thank","rt","hope","well"
"3781","thank","rt","look","forward"
"3782","thank","rt","mani","follow"
"3783","thank","rt","wait","see"
"3784","thank","rts","happi","friday"
"3785","thank","take","look","it"
"3786","thank","thank","thank","you"
"3787","thank","u","sir","rt"
"3788","thank","visit","hope","enjoy"
"3789","thank","you","look","forward"
"3790","thank","you","much","appreci"
"3791","thank","you","realli","good"
"3792","thank","you","will","check"
"3793","that","biggest","problem","today"
"3794","that","stori","im","stick"
"3795","that","wish","diaper","bag"
"3796","the","girl","dragon","tattoo"
"3797","the","secret","get","ahead"
"3798","them","ù","walt","disney"
"3799","then","act","habit","aristotl"
"3800","theodici","úargu","god","allow"
"3801","thi","god","thine","heart"
"3802","thigh","breast","chicken","rib"
"3803","thing","back","normal","now"
"3804","thing","better","left","unsaid"
"3805","thing","chanc","catch","you"
"3806","thing","christ","strengthen","me"
"3807","thing","come","wait","great"
"3808","thing","conserv","want","conserv"
"3809","thing","differ","next","time"
"3810","thing","fall","apart","better"
"3811","thing","fun","profit","can"
"3812","thing","get","better","new"
"3813","thing","give","right","thing"
"3814","thing","go","life","right"
"3815","thing","go","right","now"
"3816","thing","henri","ward","beecher"
"3817","thing","keep","main","thing"
"3818","thing","need","stand","right"
"3819","thing","secret","outward","success"
"3820","think","best","idea","ever"
"3821","think","can","get","away"
"3822","think","can","get","job"
"3823","think","can","think","cant"
"3824","think","can","whether","think"
"3825","think","cant","right","henri"
"3826","think","done","one","horror"
"3827","think","far","ahead","caus"
"3828","think","it","go","work"
"3829","think","just","joke","around"
"3830","think","life","is","wake"
"3831","think","money","great","deal"
"3832","think","pretti","good","job"
"3833","think","will","let","everyth"
"3834","third","quarter","arizona","daili"
"3835","third","trailer","dark","knight"
"3836","though","make","day","everyday"
"3837","though","old","leg","arent"
"3838","thought","becom","word","word"
"3839","thought","receiv","anyth","return"
"3840","threat","despit","wet","fall"
"3841","threat","state","teacher","b"
"3842","three-decade-old","histori","fail","bay"
"3843","three","day","left","get"
"3844","three","mean","sung","song"
"3845","thrown","him","david","brinkley"
"3846","ticket","us","men","soccer"
"3847","tier","prize","raffle-otron","pleas"
"3848","tiki","bar","spring","mount"
"3849","til","shit","blow","over"
"3850","till","wee","hour","morn"
"3851","tim","holtz","compendium","curios"
"3852","tim","holtz","rosett","die"
"3853","time","get","back","track"
"3854","time","get","readi","work"
"3855","time","go","love","it"
"3856","time","got","back","hotel"
"3857","time","long","time","feel"
"3858","time","machin","take","us"
"3859","time","read","latest","issu"
"3860","time","sinc","last","wrote"
"3861","time","time","again","can"
"3862","time","will","tell","now"
"3863","time","will","tri","get"
"3864","tip","refin","refin","exud"
"3865","tit","mouth","swallow","babi"
"3866","today","among","first","peopl"
"3867","today","brentwood","special","soup"
"3868","today","come","see","us"
"3869","today","day","woman","birthday"
"3870","today","go","long","day"
"3871","today","gonna","great","day"
"3872","today","honor","earth","day"
"3873","today","pm","central","time"
"3874","today","show","card","made"
"3875","today","us","suprem","court"
"3876","today","wwwmicrophonebullycom","pleas","tune"
"3877","todayim","go","miss","printchat"
"3878","tomorrow","last","day","school"
"3879","tomorrow","learn","live","forev"
"3880","tomorrow","pm","hope","see"
"3881","tomorrow","promot","coat","collect"
"3882","tonight","ask","tell","you"
"3883","tonight","gonna","good","night"
"3884","tonight","gonna","kick","ass"
"3885","tonight","look","forward","see"
"3886","tonight","parent","make","surpris"
"3887","too","rt","look","forward"
"3888","top","month","rang","top"
"3889","topic","new","welfar","general"
"3890","toppa","head","toppa","head"
"3891","touch","it","georg","elliston"
"3892","touch","silenc","within","know"
"3893","touchscreen","train","blind","user"
"3894","town","new","england","mysteri"
"3895","town","wash","up","friend"
"3896","trade","th","pick","th"
"3897","traffic","traffic","traffic","traffic"
"3898","trail","ralph","waldo","emerson"
"3899","train","session","even","though"
"3900","transport","secretari","ray","lahood"
"3901","travel","cochis","co","kold-tv"
"3902","travel","faster","sound","peopl"
"3903","treat","ladi","like","queen"
"3904","tree","trimmer","fruit","picker"
"3905","tri","chang","world","one"
"3906","tri","find","just","right"
"3907","tri","find","middl","ground"
"3908","tri","get","job","summer"
"3909","tri","hard","can","taught"
"3910","tri","hard","someth","your"
"3911","tri","love","much","justin"
"3912","tri","make","end","meet"
"3913","tri","set","sexual","encount"
"3914","tri","someth","beyond","alreadi"
"3915","tricki","place","get","absolut"
"3916","trivia","chanc","win","chevi"
"3917","tropic","island","hot","wet"
"3918","true","friend","never","get"
"3919","true","sign","intellig","knowledg"
"3920","truer","word","never","spoken"
"3921","trust","jesus","love","us"
"3922","trust","peopl","easili","tell"
"3923","trust","you","pleas","dont"
"3924","truth","incontrovert","malic","may"
"3925","tshirt","contest","friday","club"
"3926","tucson","bank","well","third"
"3927","tue","march","th","pm"
"3928","tune","big","thing","come"
"3929","turkey","middl","east","polici"
"3930","turn","around","head","back"
"3931","turn","around","walk","away"
"3932","turn","cake","onto","wire"
"3933","turn","today","think","get"
"3934","tweet","im","tri","love"
"3935","tweet","make","nightmiobi","taught"
"3936","tweet","support","team","get"
"3937","twentieth","centuri","fox","home"
"3938","twin","blast","target","secur"
"3939","two-fac","least","make","one"
"3940","two","case","beer","instead"
"3941","two","door","cinema","club"
"3942","two","function","market","innov"
"3943","two","half","hour","long"
"3944","two","irish","lad","thi"
"3945","two","s","two","s"
"3946","two","week","ago","great"
"3947","two","wrong","make","right"
"3948","txt","will","tell","how"
"3949","u","betta","respect","me"
"3950","u","can","luv","either"
"3951","u","dont","even","know"
"3952","u","help","get","follow"
"3953","u","just","made","day"
"3954","u","know","u","r"
"3955","u","know","u","want"
"3956","u","need","anyth","els"
"3957","u","never","know","u"
"3958","u","plan","give","u"
"3959","u","pleas","follow","back"
"3960","u","seem","like","cool"
"3961","u","wait","see","u"
"3962","under","under","under","under"
"3963","understand","silenc","hard","understand"
"3964","understand","singl","word","say"
"3965","understand","wisdom","music","noth"
"3966","union","armi","proclaim","freedom"
"3967","uniqu","quilt","pattern","hold"
"3968","uniqu","view","per","month"
"3969","unit","spent","nuclear","fuel"
"3970","unit","state","air","forc"
"3971","unit","state","arm","forc"
"3972","unit","way","bluegrass","care"
"3973","univers","access","hiv","prevent"
"3974","univers","chicago","cultur","center"
"3975","univers","michigan","medic","school"
"3976","univers","new","south","wale"
"3977","unless","tri","someth","beyond"
"3978","unto","lord","thi","god"
"3979","up","friend","give","fuck"
"3980","ur","cuz","yur","idol"
"3981","us","addit","copi","us"
"3982","us","alway","meet","smile"
"3983","us","assur","thing","see"
"3984","us","circuit","court","appeal"
"3985","us","dm","us","can"
"3986","us","follow","back","pastor"
"3987","us","gain","fan","tell"
"3988","us","get","peopl","follow"
"3989","us","index","end","week"
"3990","us","know","need","help"
"3991","us","like","us","facebook"
"3992","us","may","th","pm"
"3993","us","news","amp","world"
"3994","us","pinkberri","magazin","mandevill"
"3995","us","presid","barack","obama"
"3996","us","realli","appreci","it"
"3997","us","suprem","court","declin"
"3998","us","suprem","court","refus"
"3999","us","too","rt","look"
"4000","us","troubl","can","comfort"
"4001","us","vacat","one","world"
"4002","use","big","word","sound"
"4003","use","doubl","side","tape"
"4004","use","it","use","it"
"4005","use","life","spent","noth"
"4006","use","tustin","ranch","road"
"4007","use","unit","way","bluegrass"
"4008","use","yolo","excus","act"
"4009","util","gargantuan","idiom","fabric"
"4010","vacat","one","world","excit"
"4011","vagu","shall","say","one"
"4012","valentin","day","breakfast","recip"
"4013","varner","recit","hall","oakland"
"4014","vehicl","drag","one","offic"
"4015","ventura","ca","gonna","rockin"
"4016","ventura","comedi","festiv","oct"
"4017","verili","say","unto","you"
"4018","video","kill","radio","star"
"4019","video","mix","peter","blue"
"4020","view","per","month","obvious"
"4021","viggl","get","real","reward"
"4022","vintag","cabinet","card","die"
"4023","violenc","across","syria","includ"
"4024","visa","london","olymp","game"
"4025","visit","angel","san","jose"
"4026","visit","obama","white","hous"
"4027","visual","creatur","natur","ladi"
"4028","volum","cia","three-decade-old","histori"
"4029","volunt","give","present","kid"
"4030","w","e","e","t"
"4031","wait","believ","boyfriend","amaz"
"4032","wait","get","back","studio"
"4033","wait","get","hair","done"
"4034","wait","hear","new","music"
"4035","wait","see","come","with"
"4036","wait","see","everyon","wear"
"4037","wait","til","u","hear"
"4038","wait","till","next","one"
"4039","wake","day","thank","life"
"4040","wake","up","wake","up"
"4041","wall","street","journal","report"
"4042","wall","tell","us","whatcha"
"4043","wanna","go","back","school"
"4044","wanna","go","home","hate"
"4045","wanna","go","six","flag"
"4046","want","bring","best","person"
"4047","want","explain","what","go"
"4048","want","fuck","big","ass"
"4049","want","get","car","drive"
"4050","want","get","free","txt"
"4051","want","go","back","school"
"4052","want","know","deserv","best"
"4053","want","know","go","on"
"4054","want","lot","thing","one"
"4055","want","make","sure","get"
"4056","want","make","sure","miss"
"4057","want","one","thing","lot"
"4058","want","other","happi","practic"
"4059","want","read","want","read"
"4060","want","say","happi","birthday"
"4061","want","say","thank","great"
"4062","want","thank","everyon","came"
"4063","war","marriag","war","marriag"
"4064","wash","up","friend","give"
"4065","washington","dc","concert","meet-ngreet"
"4066","watch","america","got","talent"
"4067","watch","american","horror","stori"
"4068","watch","bad","girl","club"
"4069","watch","eat","pray","love"
"4070","watch","good","luck","charli"
"4071","way","bluegrass","care","club"
"4072","way","get","start","quit"
"4073","way","johnni","awesom","also"
"4074","way","say","proud","her"
"4075","way","thing","turn","out"
"4076","way","think","money","great"
"4077","way","unless","happen","go"
"4078","we","repeat","do","excel"
"4079","wealth","least","potenti","wealth"
"4080","weapon","att","minimum","critic"
"4081","wear","headphon","just","hour"
"4082","wear","shoe","without","sock"
"4083","weather","cleveland","ohio","weather"
"4084","websit","click","link","below"
"4085","websit","visit","link","below"
"4086","wednesday","august","th","noon"
"4087","wednesday","march","th","pm"
"4088","week","can","feel","like"
"4089","week","comedi","can","use"
"4090","week","gain","strong","corpor"
"4091","week","long","ventura","ca"
"4092","week","midst","week","shall"
"4093","week","pick","slim","yet"
"4094","week","shall","caus","sacrific"
"4095","week","work","hard","get"
"4096","weekend","confer","univers","chicago"
"4097","welcom","fourth","edit","puls"
"4098","welcom","let","us","know"
"4099","welcom","look","forward","tweet"
"4100","welcom","team","look","forward"
"4101","well","hello","thank","follow"
"4102","well","hope","see","soon"
"4103","well","just","wait","see"
"4104","well","last","coupl","month"
"4105","well","laugh","often","love"
"4106","well","let","just","say"
"4107","well","third","quarter","arizona"
"4108","went","multipl","colleg","undergradu"
"4109","were","look","way","make"
"4110","wesley","crusher","star","war"
"4111","west","philadelphia","born","rais"
"4112","wet","tshirt","contest","friday"
"4113","whatev","done","alway","choic"
"4114","whatev","help","sleep","night"
"4115","whatev","want","call","it"
"4116","whether","broadcast","organis","produc"
"4117","whether","epidemiolog","studi","requir"
"4118","whether","it","boy","girl"
"4119","whether","think","can","whether"
"4120","whi","whi","whi","whi"
"4121","which","anyth","els","will"
"4122","whip","hair","back","forth"
"4123","whisper","i","love","you"
"4124","white","chocol","whip","cream"
"4125","whither","lord","thi","god"
"4126","whoever","follow","will","never"
"4127","wife","can","stay","hous"
"4128","will","actual","happen","give"
"4129","will","affect","success","outcom"
"4130","will","alway","come","back"
"4131","will","alway","soft","spot"
"4132","will","chang","life","just"
"4133","will","chosen","via","randomorg"
"4134","will","come","back","haunt"
"4135","will","drag","level","beat"
"4136","will","e","street","band"
"4137","will","ever","follow","me"
"4138","will","ever","onetim","follow"
"4139","will","follow","back","get"
"4140","will","give","away","free"
"4141","will","go","one","best"
"4142","will","help","make","decis"
"4143","will","key","tomorrow","promot"
"4144","will","never","forget","it"
"4145","will","never","forget","you"
"4146","will","never","get","old"
"4147","will","never","give","up"
"4148","will","never","happen","again"
"4149","will","note","valu","milli"
"4150","will","notic","n","follow"
"4151","will","nsn","will","ever"
"4152","will","palestinian","launch","third"
"4153","will","play","number","game"
"4154","will","present","seri","onlin"
"4155","will","releas","may","th"
"4156","will","see","can","do"
"4157","will","see","can","get"
"4158","will","take","word","it"
"4159","will","ventura","comedi","festiv"
"4160","will","work","just","fine"
"4161","will","write","submiss","letter"
"4162","willing","give","without","thought"
"4163","win","mega","million","tonight"
"4164","win","novel","gray","rainbow"
"4165","wine","sometim","even","add"
"4166","wing","oh","shit","can"
"4167","winner","will","chosen","via"
"4168","winner","will","pick","random"
"4169","wisdom","music","noth","audienc"
"4170","wisdom","understand","wisdom","music"
"4171","wish","go","back","time"
"4172","wish","great","week","take"
"4173","wish","mani","happi","return"
"4174","within","know","everyth","life"
"4175","without","born","water","spirit"
"4176","without","failur","will","never"
"4177","without","thought","receiv","anyth"
"4178","woke","great","mood","today"
"4179","woman","birthday","dayif","follow"
"4180","woman","plan","futur","buy"
"4181","woman","smile","time","day"
"4182","women","like","polic","can"
"4183","women","ofw","middl","east"
"4184","won","best","origin","song"
"4185","won","continu","play","face"
"4186","won","three","handicap","chase"
"4187","won","tier","prize","raffle-otron"
"4188","wonder","will","ever","notic"
"4189","woo","jin","tell","bodyguard"
"4190","word","becom","action","action"
"4191","word","can","never","hurt"
"4192","word","can","short","easi"
"4193","word","made","magnet","letter"
"4194","word","pictur","onlin","artist"
"4195","word","word","becom","action"
"4196","work","hard","make","sure"
"4197","work","hard","strike","oil"
"4198","work","right","now","can"
"4199","work","till","next","year"
"4200","work","work","work","work"
"4201","world","book","travel","read"
"4202","world","famous","comic","strip"
"4203","world","gave","begotten","son"
"4204","world","karat","championship","xliii"
"4205","world","keep","get","smaller"
"4206","world","knew","inhal","exhal"
"4207","world","larg","modest","mous"
"4208","world","love","much","friend"
"4209","world","might","one","person"
"4210","world","trade","center","tower"
"4211","world","tweet","happi","birthday"
"4212","world","whoever","follow","will"
"4213","worst","nightmar","depend","treat"
"4214","wound","friend","kiss","enemi"
"4215","wrap","arm","around","her"
"4216","wrap","head","around","it"
"4217","wrap","tight","plastic","wrap"
"4218","write","wall","tell","us"
"4219","wrong","joseph","chilton","pearc"
"4220","wrong","thing","give","right"
"4221","x-box","kinect","wii","danc"
"4222","x","black","radar","detector"
"4223","xcom","domain","sale","mil"
"4224","xliii","june","join","us"
"4225","yakuza","dead","soul","one"
"4226","ye","save","faith","yourselv"
"4227","yea","im","alway","regret"
"4228","year","ago","today","first"
"4229","year","ago","today","gave"
"4230","year","ago","went","back"
"4231","year","can","follow","back"
"4232","year","graduat","high","school"
"4233","year","high","school","reunion"
